country,age,is_mobile,source,converted
UK,28,1,Ads,0
UK,40,1,Direct,0
UK,42,1,Direct,0
UK,28,1,Ads,0
Ireland,48,1,Ads,0
UK,67,0,Direct,0
UK,40,1,Seo,0
Ireland,47,1,Ads,0
NA,55,1,Seo,0
NA,33,0,Ads,0
UK,24,0,Seo,0
UK,52,1,Direct,0
NA,47,1,Seo,0
NA,29,1,Ads,0
UK,54,1,Seo,0
UK,53,1,Seo,0
UK,29,0,Seo,0
UK,51,1,Seo,0
France,41,0,Seo,0
UK,59,1,Seo,0
NA,52,1,Direct,0
Ireland,40,1,Seo,0
UK,56,1,Seo,0
UK,63,1,Direct,0
UK,41,1,Ads,0
UK,36,1,Seo,0
UK,47,0,Seo,0
Ireland,54,0,Seo,0
UK,67,1,Direct,0
NA,20,1,Ads,0
UK,63,1,Seo,0
Ireland,48,0,Direct,0
UK,23,0,Ads,0
UK,58,0,Seo,0
UK,66,1,Seo,0
UK,46,1,Direct,0
France,34,0,Direct,0
UK,43,1,Direct,0
NA,60,1,Seo,0
Ireland,39,1,Seo,0
NA,43,1,Direct,0
UK,54,1,Ads,0
UK,58,0,Seo,0
UK,57,1,Seo,0
UK,37,0,Ads,0
UK,33,1,Ads,0
Ireland,35,0,Ads,0
UK,40,1,Seo,0
UK,48,1,Ads,0
Ireland,39,1,Ads,0
UK,43,1,Seo,0
NA,51,1,Seo,0
UK,44,0,Seo,0
UK,37,1,Ads,0
NA,33,0,Seo,0
UK,47,1,Ads,0
NA,28,1,Ads,0
UK,62,0,Ads,0
UK,23,0,Seo,0
UK,39,1,Seo,0
UK,50,1,Seo,0
UK,25,1,Seo,0
France,29,1,Ads,0
Ireland,57,1,Ads,0
NA,58,1,Seo,0
Ireland,39,0,Ads,0
UK,40,1,Ads,0
UK,58,1,Direct,0
NA,46,1,Seo,0
UK,42,0,Direct,0
UK,57,1,Seo,0
UK,27,0,Seo,0
UK,44,0,Direct,0
NA,40,1,Ads,0
UK,49,1,Ads,0
UK,52,1,Direct,0
UK,25,1,Direct,0
Ireland,57,0,Direct,0
UK,41,1,Direct,0
UK,47,1,Seo,0
UK,53,1,Ads,0
UK,43,1,Seo,0
NA,47,0,Ads,0
UK,61,1,Ads,0
UK,26,1,Ads,0
UK,53,1,Direct,0
France,49,1,Ads,0
Ireland,36,0,Seo,0
UK,62,0,Direct,0
UK,34,0,Ads,0
NA,42,0,Seo,0
UK,46,0,Ads,0
UK,46,1,Ads,0
UK,30,1,Seo,0
Ireland,39,0,Ads,0
UK,68,1,Direct,0
UK,44,1,Seo,0
Ireland,39,1,Seo,0
UK,59,1,Direct,0
UK,57,1,Direct,0
UK,50,1,Seo,0
NA,48,1,Seo,0
UK,60,1,Ads,0
UK,42,1,Ads,0
Ireland,23,1,Seo,0
UK,31,0,Seo,0
UK,33,1,Seo,0
Ireland,40,1,Seo,0
Ireland,48,0,Seo,0
UK,20,1,Direct,0
UK,42,0,Ads,0
NA,40,1,Seo,0
NA,23,1,Seo,0
UK,40,1,Seo,0
NA,32,1,Seo,0
NA,55,1,Ads,0
NA,29,0,Seo,0
UK,47,0,Ads,0
UK,50,1,Seo,0
NA,38,1,Seo,0
NA,67,1,Ads,0
NA,48,1,Seo,0
Ireland,33,1,Seo,0
UK,42,1,Ads,0
NA,50,1,Seo,0
NA,29,1,Direct,0
NA,31,1,Seo,0
NA,39,1,Seo,0
NA,32,0,Seo,0
NA,24,0,Ads,0
UK,55,1,Seo,0
UK,39,1,Seo,0
UK,39,1,Ads,0
Ireland,59,0,Ads,0
Ireland,42,0,Seo,0
NA,35,1,Seo,0
UK,50,1,Ads,0
NA,34,1,Seo,0
NA,32,1,Direct,0
UK,65,1,Direct,0
NA,51,0,Direct,0
UK,41,0,Ads,0
UK,43,1,Ads,0
NA,51,1,Seo,0
UK,39,0,Direct,0
UK,32,1,Ads,0
UK,40,0,Seo,0
UK,48,1,Ads,0
Ireland,45,1,Seo,0
UK,40,0,Ads,0
UK,65,1,Ads,0
Ireland,47,1,Seo,0
Ireland,59,0,Seo,0
NA,52,1,Seo,0
UK,32,1,Seo,0
Ireland,40,0,Seo,0
UK,31,1,Seo,0
UK,61,0,Direct,0
NA,31,1,Ads,0
UK,37,0,Seo,0
Ireland,23,1,Ads,0
Ireland,38,1,Seo,0
UK,35,0,Direct,0
UK,49,0,Seo,0
UK,48,1,Seo,0
UK,66,0,Seo,0
UK,60,1,Seo,0
UK,58,1,Seo,0
France,46,0,Seo,0
UK,47,0,Ads,0
NA,47,1,Seo,0
UK,35,1,Seo,0
UK,34,1,Seo,0
UK,52,1,Seo,0
UK,51,1,Seo,0
Ireland,36,0,Ads,0
NA,38,1,Seo,0
UK,41,1,Ads,0
NA,45,1,Seo,0
NA,49,0,Ads,0
UK,41,1,Direct,0
Ireland,42,1,Seo,0
NA,43,1,Seo,0
Ireland,52,1,Ads,0
Ireland,43,0,Ads,0
NA,75,1,Ads,0
UK,33,0,Ads,0
NA,30,1,Seo,0
UK,43,0,Seo,0
UK,41,0,Direct,0
Ireland,48,1,Ads,0
UK,55,1,Direct,0
Ireland,49,1,Seo,0
Ireland,56,1,Seo,0
Ireland,28,0,Direct,0
UK,33,1,Seo,0
NA,25,0,Seo,0
UK,30,0,Seo,0
UK,41,1,Ads,0
UK,29,0,Seo,0
NA,38,1,Seo,0
UK,47,1,Ads,0
Ireland,37,1,Direct,0
Ireland,40,1,Seo,0
UK,55,1,Seo,0
Ireland,43,1,Ads,0
UK,53,1,Ads,0
NA,39,1,Seo,0
NA,45,0,Seo,0
NA,38,1,Ads,0
UK,36,1,Seo,0
UK,25,1,Seo,0
France,74,1,Direct,0
UK,35,1,Seo,0
Ireland,32,1,Direct,0
NA,35,1,Ads,0
Ireland,67,1,Ads,0
UK,44,1,Seo,0
UK,42,0,Ads,0
UK,36,1,Direct,0
UK,24,1,Seo,0
UK,65,0,Seo,0
NA,41,0,Seo,0
UK,51,1,Seo,0
NA,30,1,Seo,0
NA,40,0,Ads,0
NA,60,0,Direct,0
UK,30,1,Seo,0
Ireland,47,0,Seo,0
UK,59,0,Ads,0
UK,68,0,Seo,0
UK,51,1,Seo,0
UK,47,1,Seo,0
UK,36,1,Direct,0
France,55,0,Seo,0
France,41,1,Ads,0
Ireland,46,1,Ads,0
UK,45,1,Direct,0
NA,23,0,Seo,0
UK,52,1,Direct,0
NA,59,1,Ads,0
NA,45,1,Seo,0
France,69,0,Ads,0
UK,22,1,Seo,0
Ireland,33,1,Seo,0
NA,32,1,Seo,0
UK,49,1,Direct,0
NA,43,1,Seo,0
NA,62,1,Seo,0
NA,42,0,Seo,0
UK,48,1,Seo,0
Ireland,33,1,Seo,0
NA,41,0,Ads,0
UK,55,0,Seo,0
UK,59,0,Direct,0
UK,56,1,Seo,0
UK,28,1,Ads,0
Ireland,49,0,Direct,0
UK,38,1,Direct,0
UK,47,1,Direct,0
UK,35,1,Ads,0
NA,55,0,Seo,0
Ireland,53,0,Seo,0
NA,54,1,Seo,0
UK,50,1,Seo,0
UK,38,0,Ads,0
UK,47,0,Seo,0
UK,64,1,Ads,0
UK,47,1,Direct,0
UK,64,0,Ads,0
UK,43,0,Direct,0
NA,43,1,Direct,0
UK,54,1,Ads,0
France,38,0,Seo,0
NA,33,1,Ads,0
UK,54,1,Ads,0
UK,34,0,Seo,0
UK,33,1,Seo,0
Ireland,41,1,Seo,0
France,63,0,Seo,0
UK,52,1,Ads,0
UK,45,0,Direct,0
NA,43,0,Direct,0
UK,52,1,Seo,0
UK,79,1,Seo,0
UK,41,1,Ads,0
UK,38,1,Direct,0
NA,54,1,Ads,0
UK,38,1,Ads,0
UK,35,0,Ads,0
UK,47,0,Seo,0
UK,35,1,Direct,0
UK,51,1,Ads,0
Ireland,26,1,Ads,0
Ireland,47,1,Seo,0
NA,43,1,Ads,0
NA,47,1,Direct,0
UK,45,0,Seo,0
Ireland,50,1,Seo,0
Ireland,37,1,Seo,0
NA,58,1,Ads,0
UK,60,1,Seo,0
UK,68,1,Seo,0
UK,32,0,Seo,0
Ireland,54,1,Seo,0
UK,34,1,Direct,0
UK,23,0,Direct,0
UK,48,0,Ads,0
UK,43,1,Seo,0
NA,46,0,Seo,0
NA,45,1,Seo,0
NA,25,1,Direct,0
UK,49,1,Ads,0
UK,59,1,Seo,0
Ireland,47,1,Ads,0
UK,29,1,Seo,0
France,35,1,Seo,0
Ireland,60,0,Seo,0
NA,43,0,Direct,0
UK,29,0,Ads,0
UK,66,1,Direct,0
Ireland,37,0,Direct,0
NA,54,1,Ads,0
UK,42,1,Direct,0
UK,45,1,Seo,0
NA,52,1,Seo,0
UK,44,1,Ads,0
NA,34,1,Ads,0
NA,53,1,Ads,0
NA,51,1,Seo,0
NA,45,0,Direct,0
NA,35,1,Direct,0
Ireland,53,0,Seo,0
Ireland,51,1,Ads,0
Ireland,59,1,Seo,0
NA,49,1,Seo,0
UK,45,1,Seo,0
NA,45,1,Ads,0
UK,28,1,Seo,0
UK,30,1,Seo,0
UK,68,0,Direct,0
UK,61,1,Direct,0
Ireland,42,0,Direct,0
UK,63,0,Ads,0
UK,33,1,Seo,0
UK,29,0,Seo,0
UK,75,1,Seo,0
Ireland,38,1,Direct,0
UK,44,1,Seo,0
UK,45,1,Seo,0
UK,51,1,Direct,0
NA,53,1,Seo,0
UK,48,1,Ads,0
UK,39,1,Seo,0
UK,36,0,Direct,0
NA,61,1,Ads,0
UK,50,0,Ads,0
UK,42,1,Direct,0
UK,35,0,Ads,0
Ireland,68,1,Seo,0
UK,44,1,Ads,0
UK,61,1,Seo,0
NA,65,1,Ads,0
UK,53,1,Seo,0
France,62,1,Direct,0
NA,41,1,Seo,0
UK,58,1,Seo,0
UK,34,0,Seo,0
UK,68,1,Seo,0
UK,41,0,Seo,0
Ireland,23,1,Seo,0
UK,62,1,Seo,0
UK,61,0,Direct,0
UK,32,1,Ads,0
UK,50,1,Ads,0
NA,57,1,Direct,0
UK,50,1,Ads,0
UK,31,0,Ads,0
NA,30,1,Seo,0
Ireland,52,1,Seo,0
UK,61,1,Ads,0
UK,42,1,Direct,0
NA,57,1,Seo,0
UK,53,1,Direct,0
UK,32,0,Seo,0
UK,58,1,Seo,0
UK,38,1,Ads,0
UK,66,1,Ads,0
Ireland,44,1,Seo,0
UK,42,1,Ads,0
UK,56,1,Seo,0
NA,63,1,Seo,0
UK,60,1,Direct,0
UK,40,0,Seo,0
NA,28,1,Seo,0
UK,49,1,Seo,0
UK,26,1,Ads,0
UK,44,0,Seo,0
Ireland,55,1,Seo,0
UK,35,1,Ads,0
NA,34,1,Seo,0
NA,56,0,Direct,0
UK,56,0,Seo,0
NA,39,1,Direct,0
France,66,0,Direct,0
NA,58,1,Ads,0
Ireland,50,1,Direct,0
UK,61,1,Seo,0
NA,39,1,Seo,0
UK,36,1,Direct,0
UK,37,1,Seo,0
NA,47,0,Direct,0
UK,45,1,Ads,0
Ireland,68,1,Ads,0
UK,38,1,Seo,0
NA,65,0,Ads,0
Ireland,44,1,Ads,0
NA,36,1,Ads,0
Ireland,40,0,Seo,0
UK,42,0,Direct,0
Ireland,60,1,Seo,0
France,50,0,Ads,0
Ireland,52,1,Direct,0
UK,40,1,Direct,0
UK,31,1,Seo,0
NA,42,1,Direct,0
UK,48,0,Direct,0
NA,36,0,Seo,0
UK,50,0,Seo,0
UK,22,1,Ads,0
NA,71,0,Direct,0
Ireland,44,1,Ads,0
Ireland,61,1,Ads,0
UK,32,1,Direct,0
NA,22,1,Seo,0
Ireland,27,1,Seo,0
NA,36,1,Ads,0
UK,46,0,Seo,0
Ireland,27,1,Ads,0
UK,58,1,Seo,0
NA,50,1,Seo,0
Ireland,22,1,Seo,0
UK,52,1,Direct,0
NA,27,0,Direct,0
NA,39,0,Seo,0
NA,38,1,Ads,0
UK,23,1,Direct,0
UK,22,1,Ads,0
Ireland,71,1,Seo,0
UK,63,0,Ads,0
UK,31,1,Seo,0
NA,39,1,Seo,0
UK,59,1,Seo,0
UK,64,0,Seo,0
Ireland,39,1,Ads,0
UK,70,0,Direct,0
UK,44,0,Seo,0
UK,43,0,Ads,0
UK,58,1,Seo,0
Ireland,38,1,Direct,0
UK,54,1,Direct,0
NA,78,1,Direct,0
UK,48,1,Ads,0
NA,57,1,Seo,0
NA,55,1,Ads,0
UK,57,1,Seo,0
NA,41,1,Seo,0
UK,29,1,Ads,0
UK,37,1,Seo,0
UK,43,0,Ads,0
Ireland,56,1,Ads,0
Ireland,39,1,Direct,0
UK,61,1,Seo,0
UK,61,1,Seo,0
UK,41,1,Direct,0
UK,30,1,Ads,0
NA,31,1,Seo,0
UK,41,0,Ads,0
UK,38,0,Seo,0
Ireland,27,1,Seo,0
Ireland,47,1,Seo,0
NA,56,1,Seo,0
NA,50,0,Ads,0
UK,61,0,Seo,0
France,29,1,Direct,0
UK,65,1,Ads,0
Ireland,54,1,Seo,0
UK,34,0,Ads,0
Ireland,31,1,Ads,0
UK,47,1,Seo,0
UK,66,0,Ads,0
Ireland,56,1,Seo,0
Ireland,65,1,Direct,0
UK,50,0,Seo,0
Ireland,41,1,Ads,0
UK,26,1,Seo,0
NA,37,0,Ads,0
Ireland,45,1,Direct,0
UK,55,0,Ads,0
France,28,1,Ads,0
UK,69,1,Seo,0
UK,30,1,Seo,0
UK,58,1,Seo,0
UK,41,1,Direct,0
UK,58,0,Seo,0
France,56,1,Ads,0
UK,39,1,Direct,0
UK,35,1,Seo,0
UK,39,0,Ads,0
UK,71,0,Seo,0
UK,58,0,Ads,0
NA,39,1,Seo,0
UK,49,1,Ads,0
UK,33,0,Seo,0
UK,44,0,Ads,0
UK,30,1,Ads,0
NA,58,1,Seo,0
UK,62,1,Ads,0
UK,43,1,Ads,0
Ireland,42,1,Direct,0
Ireland,32,0,Seo,0
UK,44,1,Ads,0
UK,37,1,Ads,0
UK,44,1,Direct,0
UK,46,1,Direct,0
UK,32,1,Seo,0
France,53,1,Direct,0
Ireland,45,1,Seo,0
NA,54,0,Seo,0
UK,54,0,Direct,0
UK,45,1,Seo,0
NA,47,1,Seo,0
France,78,1,Ads,0
Ireland,36,1,Seo,0
Ireland,42,1,Ads,0
Ireland,31,1,Seo,0
Ireland,67,1,Seo,0
Ireland,29,1,Seo,0
UK,45,1,Seo,0
UK,39,1,Direct,0
Ireland,36,0,Seo,0
UK,51,1,Ads,0
UK,24,1,Ads,0
UK,54,1,Ads,0
Ireland,51,1,Ads,0
UK,49,1,Ads,0
UK,22,0,Direct,0
UK,52,1,Ads,0
UK,48,1,Seo,0
UK,46,0,Direct,0
UK,60,1,Ads,0
UK,25,0,Ads,0
NA,29,1,Direct,0
NA,40,0,Seo,0
UK,23,1,Seo,0
Ireland,73,1,Direct,0
UK,39,0,Seo,0
UK,42,1,Ads,0
France,38,0,Seo,0
UK,38,1,Seo,0
UK,39,1,Ads,0
NA,39,1,Direct,0
France,56,1,Ads,0
NA,42,1,Direct,0
NA,69,0,Seo,0
NA,49,1,Seo,0
UK,53,0,Ads,0
NA,36,1,Direct,0
UK,60,1,Direct,0
UK,40,0,Seo,0
UK,42,0,Seo,0
UK,45,1,Direct,0
UK,53,1,Direct,0
Ireland,45,1,Direct,0
UK,72,1,Direct,0
NA,43,1,Ads,0
UK,36,1,Direct,0
UK,41,1,Seo,0
UK,47,0,Seo,0
Ireland,29,0,Ads,0
Ireland,53,0,Seo,0
UK,35,1,Ads,0
Ireland,51,1,Direct,0
UK,43,1,Direct,0
Ireland,27,1,Seo,0
UK,56,1,Seo,0
UK,36,1,Direct,0
UK,36,1,Direct,0
UK,51,0,Ads,0
NA,55,1,Seo,0
UK,37,1,Seo,0
UK,49,1,Direct,0
UK,43,1,Seo,0
NA,52,1,Direct,0
UK,55,1,Seo,0
Ireland,42,1,Direct,0
Ireland,55,1,Seo,0
UK,46,1,Seo,0
UK,59,1,Ads,0
Ireland,28,1,Direct,0
NA,39,1,Direct,0
UK,24,1,Seo,0
UK,41,1,Seo,0
NA,57,0,Seo,0
UK,57,1,Seo,0
UK,37,1,Ads,0
NA,35,1,Seo,0
UK,26,1,Seo,0
UK,37,1,Seo,0
UK,24,1,Direct,0
UK,71,0,Seo,0
NA,51,0,Ads,0
UK,50,0,Seo,0
NA,46,1,Seo,0
UK,61,1,Ads,0
NA,55,1,Seo,0
France,34,1,Seo,0
NA,31,1,Direct,0
NA,47,1,Seo,0
UK,46,0,Seo,0
Ireland,57,1,Ads,0
NA,52,1,Seo,0
UK,63,0,Seo,0
Ireland,25,1,Seo,0
UK,29,1,Direct,0
NA,63,1,Seo,0
UK,33,1,Ads,0
NA,41,0,Seo,0
UK,40,1,Direct,0
UK,47,0,Seo,0
UK,78,1,Ads,0
NA,48,1,Ads,0
NA,43,1,Seo,0
NA,43,0,Ads,0
NA,63,1,Seo,0
UK,57,0,Seo,0
UK,27,1,Direct,0
France,54,0,Seo,0
UK,42,1,Ads,0
UK,38,0,Seo,0
NA,56,1,Seo,0
UK,59,0,Direct,0
France,58,0,Seo,0
UK,56,1,Seo,0
NA,47,1,Seo,0
UK,33,0,Seo,0
UK,50,0,Ads,0
NA,51,1,Direct,0
NA,47,1,Ads,0
France,36,0,Seo,0
UK,48,1,Seo,0
UK,31,1,Direct,0
NA,45,1,Seo,0
NA,37,1,Ads,0
UK,64,1,Seo,0
UK,34,1,Seo,0
NA,44,1,Seo,0
UK,65,1,Ads,0
Ireland,70,1,Seo,0
NA,37,1,Direct,0
Ireland,50,1,Ads,0
UK,47,1,Seo,0
UK,64,0,Ads,0
UK,44,0,Ads,0
NA,56,1,Direct,0
UK,47,1,Ads,0
UK,46,0,Direct,0
NA,41,1,Seo,0
UK,40,0,Seo,0
UK,31,1,Direct,0
UK,36,1,Seo,0
UK,34,0,Ads,0
UK,56,0,Ads,0
NA,50,1,Seo,0
UK,42,1,Ads,0
NA,48,1,Seo,0
NA,36,0,Direct,0
NA,58,0,Seo,0
NA,34,1,Seo,0
UK,44,0,Direct,0
UK,50,1,Seo,0
UK,52,1,Ads,0
UK,34,1,Ads,0
NA,34,0,Direct,0
UK,36,0,Direct,0
France,60,1,Ads,0
UK,56,1,Seo,0
NA,39,1,Ads,0
UK,53,1,Ads,0
NA,60,0,Direct,0
Ireland,44,1,Ads,0
UK,45,1,Seo,0
UK,58,1,Ads,0
UK,33,0,Seo,0
NA,51,0,Seo,0
UK,54,1,Direct,0
NA,51,1,Seo,0
NA,34,0,Direct,0
NA,57,1,Ads,0
NA,26,1,Seo,0
UK,31,1,Ads,0
UK,36,1,Ads,0
UK,66,0,Seo,0
NA,40,1,Direct,0
UK,25,1,Direct,0
UK,34,1,Seo,0
NA,42,1,Direct,0
NA,39,1,Direct,0
UK,26,0,Direct,0
UK,37,1,Seo,0
UK,56,0,Seo,0
NA,46,0,Seo,0
France,43,1,Seo,0
UK,43,0,Direct,0
UK,46,1,Seo,0
UK,63,1,Ads,0
NA,37,1,Seo,0
NA,75,0,Direct,0
NA,48,0,Seo,0
UK,43,0,Direct,0
NA,33,0,Ads,0
NA,31,0,Seo,0
UK,53,0,Seo,0
NA,47,1,Seo,0
NA,44,1,Seo,0
NA,34,1,Direct,0
Ireland,47,1,Direct,0
Ireland,52,1,Direct,0
UK,32,1,Direct,0
NA,51,0,Direct,0
UK,64,1,Seo,0
UK,33,0,Seo,0
UK,61,1,Seo,0
UK,47,1,Seo,0
UK,43,0,Direct,0
UK,40,1,Ads,0
UK,30,1,Ads,0
UK,40,1,Ads,0
NA,47,1,Direct,0
UK,39,0,Seo,0
UK,39,1,Direct,0
Ireland,50,1,Direct,0
France,64,1,Ads,0
UK,45,0,Direct,0
UK,46,0,Seo,0
UK,37,1,Direct,0
UK,48,0,Ads,0
France,30,0,Ads,0
NA,42,1,Direct,0
NA,41,1,Seo,0
NA,62,1,Seo,0
UK,46,0,Direct,0
UK,56,1,Direct,0
Ireland,47,1,Direct,0
UK,44,1,Seo,0
UK,66,1,Ads,0
NA,38,1,Seo,0
UK,35,1,Direct,0
NA,40,0,Direct,0
UK,44,1,Direct,0
Ireland,47,1,Ads,0
UK,34,1,Seo,0
UK,39,1,Seo,0
UK,52,1,Seo,0
UK,55,1,Seo,0
UK,53,1,Direct,0
France,51,0,Seo,0
UK,69,1,Direct,0
UK,32,1,Ads,0
Ireland,56,1,Ads,0
Ireland,39,0,Seo,0
Ireland,47,0,Direct,0
UK,34,1,Seo,0
UK,54,1,Seo,0
UK,51,0,Ads,0
UK,56,1,Direct,0
UK,61,0,Ads,0
Ireland,29,1,Ads,0
UK,45,1,Seo,0
UK,42,1,Seo,0
UK,31,1,Direct,0
UK,42,0,Ads,0
NA,41,1,Direct,0
UK,26,0,Direct,0
NA,44,0,Seo,0
UK,43,1,Seo,0
NA,46,0,Ads,0
NA,39,0,Direct,0
UK,44,1,Ads,0
UK,66,1,Ads,0
Ireland,31,0,Seo,0
NA,56,1,Direct,0
UK,23,1,Direct,0
NA,55,0,Direct,0
France,44,0,Direct,0
NA,31,1,Direct,0
UK,27,1,Ads,0
UK,36,1,Ads,0
NA,41,1,Seo,0
Ireland,59,1,Seo,0
UK,36,1,Seo,0
NA,32,1,Seo,0
Ireland,56,0,Ads,0
UK,58,0,Seo,0
France,29,0,Seo,0
Ireland,52,1,Seo,0
UK,39,0,Ads,0
UK,34,1,Seo,0
UK,38,0,Ads,0
UK,62,1,Seo,0
UK,68,0,Seo,0
France,43,0,Direct,0
UK,58,1,Ads,0
UK,44,0,Ads,0
UK,47,1,Ads,0
UK,58,1,Seo,0
UK,48,1,Seo,0
UK,45,0,Ads,0
UK,46,0,Seo,0
UK,45,1,Seo,0
Ireland,44,1,Seo,0
UK,60,1,Ads,0
UK,24,0,Direct,0
UK,43,1,Seo,0
NA,30,1,Ads,0
France,47,0,Seo,0
UK,53,1,Seo,0
NA,25,1,Seo,0
NA,47,0,Direct,0
NA,54,1,Seo,0
Ireland,29,0,Direct,0
NA,53,1,Seo,0
UK,34,1,Ads,0
Ireland,46,1,Direct,0
NA,46,0,Seo,0
NA,47,0,Ads,0
UK,61,0,Ads,0
UK,34,0,Ads,0
UK,56,0,Ads,0
UK,43,1,Direct,0
UK,37,1,Direct,0
NA,39,1,Ads,0
Ireland,34,1,Ads,0
Ireland,58,1,Direct,0
UK,47,0,Direct,0
UK,35,1,Ads,0
NA,35,1,Seo,0
UK,45,1,Seo,0
UK,21,1,Seo,0
UK,67,0,Seo,0
UK,45,0,Ads,0
UK,73,1,Ads,0
UK,45,1,Ads,0
UK,51,1,Seo,0
UK,60,0,Seo,0
UK,37,1,Ads,0
NA,58,0,Seo,0
Ireland,31,1,Seo,0
NA,48,0,Seo,0
UK,50,0,Ads,0
Ireland,35,0,Seo,0
UK,42,1,Ads,0
UK,56,1,Seo,0
UK,25,1,Seo,0
UK,40,1,Direct,0
UK,38,1,Seo,0
NA,30,0,Seo,0
UK,50,0,Seo,0
NA,35,1,Seo,0
NA,40,0,Ads,0
UK,36,1,Direct,0
UK,32,0,Seo,0
UK,51,1,Seo,0
Ireland,47,1,Seo,0
UK,38,0,Ads,0
UK,46,0,Seo,0
France,45,1,Seo,0
NA,39,1,Direct,0
NA,42,1,Seo,0
UK,39,1,Direct,0
UK,43,1,Direct,0
Ireland,60,1,Ads,0
NA,61,0,Seo,0
UK,45,0,Direct,0
UK,36,1,Seo,0
UK,45,1,Seo,0
Ireland,61,1,Ads,0
Ireland,31,1,Seo,0
UK,60,0,Direct,0
Ireland,44,0,Direct,0
NA,43,1,Direct,0
NA,33,1,Ads,0
UK,41,1,Direct,0
UK,20,1,Seo,0
Ireland,24,1,Ads,0
NA,58,1,Direct,0
Ireland,41,1,Ads,0
UK,40,1,Direct,0
UK,58,1,Direct,0
UK,38,0,Direct,0
NA,59,1,Seo,0
NA,32,1,Direct,0
UK,44,1,Seo,0
Ireland,64,1,Ads,0
UK,66,1,Direct,0
NA,59,1,Direct,0
UK,62,0,Direct,0
France,54,1,Ads,0
UK,40,1,Direct,0
UK,29,1,Ads,0
UK,37,1,Ads,0
Ireland,54,0,Ads,0
NA,63,1,Seo,0
NA,35,0,Seo,0
NA,48,1,Ads,0
France,64,1,Direct,0
UK,33,1,Direct,0
UK,58,0,Ads,0
UK,64,1,Ads,0
NA,57,1,Seo,0
UK,58,0,Ads,0
UK,41,0,Direct,0
NA,49,1,Direct,0
UK,39,0,Direct,0
UK,41,1,Seo,0
Ireland,29,0,Seo,0
UK,51,0,Ads,0
UK,36,1,Seo,0
UK,41,1,Seo,0
NA,58,0,Seo,0
UK,45,1,Ads,0
NA,58,1,Seo,0
UK,47,0,Direct,0
UK,57,1,Ads,0
UK,45,1,Direct,0
UK,57,0,Seo,0
UK,62,1,Ads,0
Ireland,38,0,Seo,0
NA,58,1,Direct,0
France,57,1,Ads,0
UK,31,1,Seo,0
NA,55,1,Seo,0
UK,54,1,Seo,0
UK,47,1,Seo,0
UK,42,1,Direct,0
NA,51,1,Ads,0
Ireland,32,1,Ads,0
France,37,1,Ads,0
Ireland,51,1,Ads,0
NA,41,1,Seo,0
NA,53,1,Seo,0
UK,64,1,Direct,0
UK,18,1,Ads,0
UK,54,0,Direct,0
France,69,1,Seo,0
NA,33,1,Direct,0
UK,67,1,Ads,0
NA,38,1,Seo,0
UK,49,1,Direct,0
Ireland,42,1,Seo,0
NA,52,0,Direct,0
UK,38,1,Seo,0
UK,34,1,Ads,0
UK,53,1,Ads,0
UK,34,0,Seo,0
UK,57,1,Seo,0
Ireland,28,1,Ads,0
UK,38,1,Direct,0
UK,45,1,Ads,0
NA,46,1,Direct,0
Ireland,49,1,Ads,0
UK,27,1,Seo,0
NA,33,0,Seo,0
Ireland,44,1,Ads,0
UK,23,0,Ads,0
UK,23,0,Ads,0
UK,50,1,Direct,0
UK,39,1,Direct,0
Ireland,43,1,Direct,0
Ireland,42,0,Seo,0
Ireland,25,1,Direct,0
Ireland,50,0,Seo,0
Ireland,43,0,Ads,0
UK,64,0,Ads,0
UK,40,1,Seo,0
NA,39,0,Seo,0
UK,53,0,Seo,0
UK,31,1,Seo,0
NA,45,1,Direct,0
UK,39,1,Seo,0
UK,44,1,Direct,0
Ireland,60,1,Direct,0
UK,46,1,Seo,0
UK,60,1,Ads,0
Ireland,40,1,Ads,0
UK,29,1,Ads,0
UK,39,1,Seo,0
UK,39,0,Seo,0
UK,48,1,Ads,0
Ireland,33,1,Direct,0
UK,69,1,Ads,0
Ireland,41,1,Seo,0
NA,44,1,Ads,0
NA,55,1,Seo,0
NA,49,1,Direct,0
NA,62,1,Direct,0
UK,38,1,Seo,0
UK,60,1,Seo,0
UK,41,0,Direct,0
UK,62,1,Seo,0
UK,49,1,Ads,0
UK,35,1,Direct,0
UK,49,0,Seo,0
France,43,1,Direct,0
UK,38,1,Seo,0
UK,19,1,Direct,0
Ireland,60,1,Direct,0
UK,39,1,Ads,0
UK,34,1,Direct,0
UK,38,0,Direct,0
UK,27,1,Seo,0
UK,57,0,Ads,0
UK,49,0,Seo,0
UK,51,0,Ads,0
UK,22,1,Seo,0
UK,25,0,Seo,0
Ireland,26,1,Seo,0
NA,46,1,Ads,0
NA,71,1,Ads,0
NA,47,1,Ads,0
UK,44,1,Direct,0
UK,40,1,Seo,0
UK,22,0,Seo,0
NA,47,0,Seo,0
UK,38,1,Seo,0
UK,48,1,Seo,0
NA,61,0,Seo,0
UK,46,0,Ads,0
UK,57,1,Direct,0
UK,41,0,Seo,0
UK,28,1,Seo,0
NA,59,0,Ads,0
NA,67,1,Seo,0
UK,57,1,Seo,0
NA,63,0,Direct,0
UK,56,1,Seo,0
UK,43,0,Seo,0
UK,28,0,Seo,0
NA,57,1,Ads,0
NA,40,1,Ads,0
NA,58,1,Direct,0
NA,41,1,Seo,0
NA,73,0,Ads,0
UK,30,1,Seo,0
